site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
BCI,1982-1985,bc1,Piper,colonense,38,2.35,2.429,1.704,3.334,19,1.239,1.384,0.915,2.103,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Piper,cordulatum,2376,1.994,1.994,1.904,2.086,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Piper,imperialis,3,2.813,2.84,1.45,5.496,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Piper,perlasense,76,1.402,1.509,1.183,1.978,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Piper,reticulatum,107,3.177,3.174,2.607,3.875,37,1.729,1.767,1.273,2.414,5,0.881,1.073,0.524,2.065
BCI,1982-1985,bc1,Piper,schiedeanum,10,2.06,2.396,1.45,4.04,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Platymiscium,pinnatum,71,1.629,1.733,1.359,2.22,18,1.3,1.462,0.951,2.311,48,1.006,1.028,0.773,1.381
BCI,1982-1985,bc1,Platypodium,elegans,66,2.788,2.811,2.155,3.634,26,0.945,1.118,0.763,1.61,38,1.397,1.385,1.008,1.921
BCI,1982-1985,bc1,Posoqueria,latifolia,52,2.069,2.163,1.63,2.889,8,1.915,1.921,1.163,3.134,12,0.692,0.804,0.485,1.337
BCI,1982-1985,bc1,Poulsenia,armata,996,4.153,4.136,3.854,4.456,795,2.163,2.157,1.998,2.325,643,1.169,1.169,1.073,1.28
BCI,1982-1985,bc1,Pourouma,bicolor,23,3.789,3.508,2.349,5.065,5,5.133,2.774,1.581,5.235,11,3.081,2.346,1.395,4.114
BCI,1982-1985,bc1,Pouteria,fossicola,1,1.309,2.606,1.358,5.2,0,NA,NA,NA,NA,1,0.133,0.827,0.332,2.176
BCI,1982-1985,bc1,Pouteria,reticulata,1165,1.959,1.96,1.841,2.095,127,2.361,2.333,1.944,2.776,115,2.83,2.738,2.313,3.318
BCI,1982-1985,bc1,Pouteria,stipitata,22,1.577,1.876,1.243,2.81,7,1.603,1.743,0.995,3.028,29,1.385,1.379,0.92,1.976
BCI,1982-1985,bc1,Prioria,copaifera,774,2.37,2.374,2.191,2.568,222,2.243,2.231,1.938,2.583,266,1.903,1.882,1.645,2.161
BCI,1982-1985,bc1,Protium,confusum,0,NA,NA,NA,NA,1,6.866,2.161,1.043,4.733,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Protium,costaricense,526,2.795,2.804,2.55,3.089,154,2.151,2.144,1.819,2.538,84,0.929,0.949,0.754,1.181
BCI,1982-1985,bc1,Protium,panamense,2166,2.272,2.276,2.164,2.393,252,1.44,1.444,1.271,1.645,41,0.884,0.914,0.663,1.28
BCI,1982-1985,bc1,Protium,tenuifolium,1833,3.12,3.123,2.97,3.291,205,2.055,2.056,1.767,2.355,278,1.26,1.26,1.112,1.43
BCI,1982-1985,bc1,Pseudobombax,septenatum,7,4.863,3.617,2.011,6.415,0,NA,NA,NA,NA,5,1.181,1.214,0.593,2.468
BCI,1982-1985,bc1,Psidium,friedrichsthalianum,29,1.848,2.069,1.385,2.881,2,0.916,1.687,0.813,3.257,4,0.578,0.856,0.407,1.778
BCI,1982-1985,bc1,Psychotria,acuminata,3,3.149,2.922,1.485,5.582,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,chagrensis,11,2.467,2.635,1.56,4.22,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,deflexa,51,2.017,2.122,1.606,2.777,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,graciliflora,9,6.913,4.386,2.554,7.551,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,grandis,75,2.529,2.564,2.025,3.28,3,3.254,2.248,1.208,4.413,1,2.197,1.425,0.551,3.593
BCI,1982-1985,bc1,Psychotria,horizontalis,4960,1.993,1.994,1.932,2.063,2,0.267,1.28,0.673,2.532,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,limonensis,11,1.381,1.91,1.176,3.174,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,marginata,449,2.168,2.186,1.972,2.433,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,pittieri,2,3.382,2.959,1.543,5.732,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Psychotria,tenuifolia,1,1.399,2.676,1.416,5.146,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Pterocarpus,belizensis,6,1.021,1.898,1.085,3.454,2,0.931,1.638,0.801,3.213,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Pterocarpus,rohrii,1117,2.251,2.255,2.104,2.407,100,1.12,1.162,0.951,1.426,80,0.734,0.756,0.6,0.939
BCI,1982-1985,bc1,Quararibea,asterolepis,1160,2.276,2.286,2.139,2.436,354,1.656,1.653,1.479,1.842,333,1.584,1.575,1.4,1.773
BCI,1982-1985,bc1,Quassia,amara,92,2.093,2.15,1.71,2.69,46,0.958,1.065,0.784,1.4,8,0.399,0.591,0.338,1.115
BCI,1982-1985,bc1,Randia,armata,585,2.199,2.21,2.02,2.433,230,1.653,1.668,1.459,1.914,203,0.738,0.745,0.649,0.865
BCI,1982-1985,bc1,Rinorea,sylvatica,2240,1.713,1.717,1.64,1.8,38,1.579,1.623,1.195,2.232,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Rosenbergiodendron,formosum,4,5.656,3.499,1.896,6.528,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Sapium,glandulosum,11,4.522,3.708,2.29,6.042,6,1.434,1.689,0.963,3.003,8,0.941,1.046,0.555,1.844
BCI,1982-1985,bc1,Schefflera,morototoni,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.328,0.995,0.382,2.471
BCI,1982-1985,bc1,Schizolobium,parahyba,11,5.348,3.944,2.498,6.337,1,0.483,1.628,0.808,3.373,1,3.141,1.495,0.629,3.736
BCI,1982-1985,bc1,Senna,dariensis,106,3.872,3.789,3.034,4.609,4,1.571,1.78,0.999,3.309,1,5.982,1.628,0.663,4.101
BCI,1982-1985,bc1,Simarouba,amara,606,4.039,4.022,3.694,4.4,186,3.075,3.01,2.564,3.555,215,2.808,2.761,2.39,3.178
BCI,1982-1985,bc1,Siparuna,guianensis,7,2.003,2.461,1.384,4.332,10,2.64,2.309,1.393,3.843,13,0.922,1.016,0.602,1.706
BCI,1982-1985,bc1,Siparuna,pauciflora,216,3.045,3.042,2.606,3.531,68,2.022,2.005,1.564,2.574,17,0.325,0.438,0.268,0.69
BCI,1982-1985,bc1,Sloanea,terniflora,389,1.722,1.738,1.556,1.964,66,0.97,1.045,0.834,1.369,67,0.797,0.824,0.65,1.042
BCI,1982-1985,bc1,Solanum,arboreum,1,16.221,3.337,1.542,6.824,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Solanum,hayesii,25,10.242,7.123,4.806,10.271,16,2.854,2.489,1.601,3.866,20,1.927,1.782,1.166,2.693
BCI,1982-1985,bc1,Solanum,steyermarkii,5,0.961,1.922,1.028,3.402,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Sorocea,affinis,2367,2.363,2.365,2.257,2.479,492,1.125,1.137,1.034,1.251,31,0.356,0.413,0.289,0.607
BCI,1982-1985,bc1,Spachea,membranacea,1,31.068,3.625,1.84,7.386,10,1.022,1.335,0.845,2.165,7,1.195,1.194,0.647,2.246
BCI,1982-1985,bc1,Spondias,mombin,10,10.421,5.625,3.358,9.675,10,2.152,2.015,1.229,3.489,16,3.951,3.016,1.814,4.746
BCI,1982-1985,bc1,Spondias,radlkoferi,61,2.533,2.594,2.004,3.356,31,1.531,1.609,1.142,2.225,53,1.607,1.579,1.186,2.097
BCI,1982-1985,bc1,Stemmadenia,grandiflora,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.072,0.739,0.31,1.735
BCI,1982-1985,bc1,Sterculia,apetala,19,3.863,3.481,2.352,5.138,5,1.081,1.498,0.846,2.686,15,1.799,1.673,1.037,2.664
BCI,1982-1985,bc1,Stylogyne,turbacensis,551,2.133,2.137,1.969,2.351,24,1.058,1.232,0.858,1.803,1,1.415,1.295,0.534,3.398
BCI,1982-1985,bc1,Swartzia,simplex_var.grandiflora,1738,1.926,1.93,1.832,2.034,194,1.379,1.409,1.211,1.629,184,0.666,0.675,0.579,0.8
BCI,1982-1985,bc1,Swartzia,simplex_var.ochnacea,2061,1.817,1.819,1.733,1.914,384,1.005,1.014,0.911,1.13,103,0.695,0.707,0.576,0.879
BCI,1982-1985,bc1,Symphonia,globulifera,99,3.236,3.204,2.581,3.973,27,2.368,2.245,1.54,3.208,26,1.359,1.354,0.905,2.038
BCI,1982-1985,bc1,Tabebuia,guayacan,34,2.114,2.245,1.579,3.153,9,1.013,1.365,0.81,2.215,25,1.324,1.313,0.87,1.979
BCI,1982-1985,bc1,Tabebuia,rosea,149,2.473,2.489,2.072,2.975,34,1.151,1.279,0.908,1.761,54,0.687,0.715,0.546,0.942
BCI,1982-1985,bc1,Tabernaemontana,arborea,772,2.327,2.334,2.155,2.531,119,2.365,2.335,1.935,2.788,224,2.464,2.431,2.102,2.804
BCI,1982-1985,bc1,Tachigali,versicolor,2334,2.74,2.74,2.622,2.878,133,2.459,2.414,2.02,2.884,55,2.515,2.386,1.803,3.165
BCI,1982-1985,bc1,Talisia,nervosa,721,1.57,1.584,1.46,1.719,36,0.69,0.829,0.599,1.146,1,4.644,1.634,0.622,3.747
BCI,1982-1985,bc1,Talisia,princeps,488,1.746,1.766,1.592,1.937,43,1.257,1.336,0.993,1.833,6,0.613,0.84,0.45,1.551
BCI,1982-1985,bc1,Terminalia,amazonia,22,2.217,2.374,1.585,3.493,6,4.475,2.806,1.559,4.882,18,1.772,1.646,1.085,2.628
BCI,1982-1985,bc1,Terminalia,oblonga,34,4.8,4.304,3.092,6.09,13,2.402,2.209,1.387,3.534,20,1.816,1.699,1.126,2.521
BCI,1982-1985,bc1,Ternstroemia,tepezapote,0,NA,NA,NA,NA,1,17.31,2.437,1.243,5.004,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Tetragastris,panamensis,2472,2.616,2.616,2.5,2.74,242,2.359,2.347,2.049,2.67,262,1.511,1.509,1.33,1.714
BCI,1982-1985,bc1,Tetrathylacium,johansenii,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,6.976,2.537,1.154,5.028
BCI,1982-1985,bc1,Theobroma,cacao,1,3.077,2.838,1.397,6.047,8,1.803,1.849,1.08,3.138,11,0.484,0.631,0.368,1.087
BCI,1982-1985,bc1,Thevetia,ahouai,63,2.894,2.876,2.157,3.777,17,1.992,1.972,1.274,2.96,1,2.197,1.41,0.564,3.553
BCI,1982-1985,bc1,Tocoyena,pittieri,0,NA,NA,NA,NA,1,22.478,2.551,1.272,5.036,5,0.971,1.086,0.55,2.19
BCI,1982-1985,bc1,Trattinnickia,aspera,20,6.5,4.999,3.171,7.78,30,1.533,1.608,1.162,2.289,42,1.531,1.517,1.099,2.007
BCI,1982-1985,bc1,Trema,micrantha,2,42.53,4.591,2.29,9.165,1,5.43,2.151,1.075,4.362,16,5.123,3.709,2.392,6.033
BCI,1982-1985,bc1,Trichanthera,gigantea,3,2.458,2.665,1.398,4.962,2,1.534,1.84,0.93,3.804,3,0.254,0.67,0.301,1.413
BCI,1982-1985,bc1,Trichilia,pallida,343,2.645,2.656,2.351,2.97,78,1.764,1.779,1.413,2.235,66,1.322,1.317,1.028,1.705
BCI,1982-1985,bc1,Trichilia,tuberculata,7966,2.011,2.014,1.961,2.064,1490,1.397,1.398,1.318,1.479,1693,1.134,1.134,1.068,1.191
BCI,1982-1985,bc1,Trichospermum,galeottii,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4,3.886,2.104,0.933,4.496
BCI,1982-1985,bc1,Triplaris,cumingiana,122,3.862,3.778,3.138,4.589,83,1.529,1.557,1.248,1.945,105,1.092,1.09,0.891,1.33
BCI,1982-1985,bc1,Trophis,caucana,225,3.037,3.029,2.601,3.51,73,1.963,1.944,1.508,2.47,35,0.589,0.643,0.461,0.912
BCI,1982-1985,bc1,Trophis,racemosa,188,1.823,1.858,1.605,2.181,41,0.919,1.035,0.764,1.407,44,0.558,0.602,0.428,0.831
BCI,1982-1985,bc1,Turpinia,occidentalis,28,4.315,3.881,2.701,5.63,33,2.941,2.729,1.959,3.736,46,1.813,1.748,1.259,2.391
BCI,1982-1985,bc1,Unonopsis,pittieri,429,3.747,3.726,3.383,4.162,130,2.548,2.493,2.109,3.01,122,1.53,1.515,1.246,1.813
BCI,1982-1985,bc1,Virola,multiflora,25,5.676,4.628,3.168,7.016,10,3.67,2.773,1.663,4.452,11,2.535,2.077,1.21,3.409
BCI,1982-1985,bc1,Virola,sebifera,1245,3.397,3.39,3.176,3.6,338,2.145,2.141,1.902,2.408,533,1.34,1.336,1.222,1.458
BCI,1982-1985,bc1,Virola,surinamensis,64,3.137,3.067,2.359,3.968,44,2.043,2.039,1.484,2.692,90,2.227,2.174,1.732,2.699
BCI,1982-1985,bc1,Vismia,baccifera,40,3.512,3.377,2.475,4.672,16,2.179,2.079,1.364,3.135,1,0.155,0.873,0.338,2.237
BCI,1982-1985,bc1,Vismia,billbergiana,3,5.572,3.355,1.829,6.17,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Vochysia,ferruginea,14,3.195,3.036,1.866,4.925,5,8.931,3.479,1.919,6.09,9,5.994,3.54,1.941,6.316
BCI,1982-1985,bc1,Xylopia,macrantha,564,4.841,4.783,4.348,5.265,127,3.17,3.088,2.574,3.718,74,1.504,1.486,1.172,1.882
BCI,1982-1985,bc1,Xylosma,chlorantha,1,32.922,3.586,1.8,6.973,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Xylosma,oligandra,130,2.587,2.599,2.171,3.117,18,2.281,2.166,1.476,3.215,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Zanthoxylum,acuminatum,121,2.976,2.975,2.474,3.644,34,2.483,2.355,1.716,3.266,22,1.055,1.09,0.721,1.618
BCI,1982-1985,bc1,Zanthoxylum,ekmanii,42,19.132,13.62,9.826,18.619,27,11.577,7.686,5.176,11.002,89,3.209,3.058,2.453,3.839
BCI,1982-1985,bc1,Zanthoxylum,panamense,130,2.597,2.611,2.176,3.171,27,3.656,3.115,2.211,4.507,66,2.006,1.966,1.479,2.503
BCI,1982-1985,bc1,Zanthoxylum,setulosum,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1.981,1.325,0.533,3.611
BCI,1982-1985,bc1,Zuelania,guidonia,17,2.64,2.686,1.737,4.438,6,2.132,2.02,1.143,3.537,13,0.694,0.801,0.464,1.329
BCI,1982-1985,bc1,Guarea,fuzzy,1072,1.837,1.84,1.712,1.968,134,1.013,1.052,0.874,1.269,87,0.6,0.622,0.492,0.782
BCI,1982-1985,bc1,Nectandra,fuzzy,7,6.307,3.958,2.347,7.301,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Nectandra,sp.4_(tiny_leaf),1,14.323,3.251,1.596,6.938,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1982-1985,bc1,Sapium,broadleaf,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1.283,1.271,0.521,2.952
BCI,1985-1990,bc2,Abarema,macradenia,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,4.269,1.23,0.503,2.891
BCI,1985-1990,bc2,Acacia,melanoceras,3,4.792,2.964,1.279,7.212,2,1.638,1.45,0.601,3.662,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Acalypha,diversifolia,449,2.807,2.807,2.509,3.151,50,1.497,1.486,1.114,1.951,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Acalypha,macrostachya,16,4.227,3.675,2.272,6.082,11,2.65,2.293,1.32,3.957,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Adelia,triloba,77,2.026,2.071,1.599,2.653,56,1.443,1.437,1.094,1.884,86,0.646,0.663,0.511,0.817
BCI,1985-1990,bc2,Aegiphila,panamensis,35,1.868,1.916,1.322,2.752,29,1.155,1.2,0.814,1.725,19,0.586,0.639,0.408,1.013
BCI,1985-1990,bc2,Alchornea,costaricensis,37,5.662,5.103,3.599,7.323,51,1.975,1.91,1.435,2.56,111,0.939,0.941,0.77,1.16
BCI,1985-1990,bc2,Alchornea,latifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,0.195,0.614,0.256,1.525
BCI,1985-1990,bc2,Alibertia,edulis,263,1.827,1.834,1.605,2.12,21,0.843,0.905,0.592,1.445,2,1.941,1.182,0.485,2.762
BCI,1985-1990,bc2,Allophylus,psilospermus,81,2.106,2.118,1.627,2.742,26,1.544,1.523,1.039,2.227,20,1.109,1.072,0.697,1.658
BCI,1985-1990,bc2,Alseis,blackiana,5217,1.468,1.47,1.421,1.521,601,1.42,1.419,1.304,1.547,671,1.006,1.006,0.925,1.092
BCI,1985-1990,bc2,Amaioua,corymbosa,18,1.695,1.848,1.139,3.078,6,0.764,0.977,0.484,1.975,2,0.765,0.892,0.38,2.031
BCI,1985-1990,bc2,Anacardium,excelsum,0,NA,NA,NA,NA,2,2.354,1.766,0.762,4.253,13,0.37,0.479,0.286,0.798
BCI,1985-1990,bc2,Anaxagorea,panamensis,372,1.965,1.961,1.738,2.223,1,0.348,1.064,0.369,2.71,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Andira,inermis,162,1.449,1.475,1.231,1.754,58,0.818,0.844,0.659,1.109,27,0.271,0.328,0.221,0.468
BCI,1985-1990,bc2,Annona,acuminata,382,1.435,1.448,1.273,1.634,12,0.617,0.753,0.444,1.243,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Annona,spraguei,28,10.63,8.421,5.442,12.493,9,4.594,3.32,1.75,6.018,16,1.557,1.367,0.843,2.219
BCI,1985-1990,bc2,Apeiba,membranacea,26,2.922,2.795,1.834,4.511,72,2.47,2.399,1.887,3.048,180,0.893,0.899,0.761,1.042
BCI,1985-1990,bc2,Apeiba,tibourbou,2,23.795,4.534,1.875,10.881,10,3.4,2.81,1.577,4.706,12,1.444,1.303,0.729,2.149
BCI,1985-1990,bc2,Aphelandra,sinclairiana,5,2.505,2.461,1.125,5.436,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Appunia,seibertii,1,2.524,2.383,0.926,6.523,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Ardisia,bartlettii,1,0.929,2.128,0.83,5.531,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Ardisia,fendleri,54,1.669,1.732,1.245,2.353,12,0.677,0.82,0.453,1.445,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Ardisia,guianensis,11,0.887,1.249,0.69,2.149,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Aspidosperma,spruceanum,315,1.564,1.577,1.373,1.82,42,1.499,1.486,1.093,2.018,46,1.436,1.371,0.99,1.859
BCI,1985-1990,bc2,Astrocaryum,standleyanum,0,NA,NA,NA,NA,5,0.394,0.675,0.358,1.419,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Astronium,graveolens,10,4.471,3.543,1.978,6.656,10,1.003,1.099,0.633,1.887,33,0.856,0.88,0.601,1.214
BCI,1985-1990,bc2,Bactris,barronis,11,0.46,0.803,0.439,1.478,1,0.187,0.88,0.345,2.505,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Bactris,coloniata,17,0.556,0.791,0.477,1.293,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Bactris,coloradonis,4,0.434,1.195,0.537,2.619,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Bactris,major,110,0.58,0.62,0.492,0.767,8,0.288,0.476,0.262,0.839,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Beilschmiedia,pendula,1609,2.004,2.007,1.892,2.128,192,1.086,1.093,0.938,1.269,257,1.056,1.053,0.922,1.198
BCI,1985-1990,bc2,Bertiera,guianensis,1,0.613,1.947,0.763,5.204,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Brosimum,alicastrum,434,2.283,2.277,2.039,2.563,226,1.093,1.099,0.95,1.264,151,0.697,0.704,0.591,0.842
BCI,1985-1990,bc2,Brosimum,guianense,3,2.165,2.322,1.01,5.755,1,0.253,0.98,0.367,2.341,1,0.143,0.682,0.27,1.624
BCI,1985-1990,bc2,Calophyllum,longifolium,459,2.833,2.831,2.541,3.154,92,1.799,1.786,1.461,2.217,45,0.859,0.858,0.643,1.181
BCI,1985-1990,bc2,Capparis,frondosa,2698,1.159,1.163,1.109,1.219,96,0.537,0.554,0.452,0.687,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Casearia,aculeata,264,1.823,1.829,1.582,2.096,62,0.865,0.886,0.677,1.128,18,0.521,0.596,0.379,0.93
BCI,1985-1990,bc2,Casearia,arborea,33,2.368,2.373,1.626,3.495,30,2.331,2.196,1.546,3.128,94,0.814,0.815,0.651,1.017
BCI,1985-1990,bc2,Casearia,commersoniana,13,2.392,2.394,1.363,4.214,4,1.787,1.572,0.745,3.546,3,0.234,0.559,0.259,1.227
BCI,1985-1990,bc2,Casearia,guianensis,7,2.306,2.334,1.188,4.526,8,0.571,0.759,0.413,1.36,1,1.282,0.989,0.408,2.516
BCI,1985-1990,bc2,Casearia,sylvestris,87,2.567,2.593,1.959,3.286,31,1.225,1.245,0.864,1.778,55,0.751,0.769,0.579,1.02
BCI,1985-1990,bc2,Cassipourea,elliptica,627,2.366,2.366,2.151,2.598,82,2.136,2.109,1.677,2.602,57,1.266,1.249,0.928,1.619
BCI,1985-1990,bc2,Cavanillesia,platanifolia,0,NA,NA,NA,NA,1,7.982,1.986,0.728,5.471,19,1.087,1.059,0.662,1.615
BCI,1985-1990,bc2,Cecropia,insignis,34,16.868,12.856,8.905,18.948,44,4.785,4.33,3.246,5.851,170,1.546,1.526,1.304,1.788
BCI,1985-1990,bc2,Cecropia,obtusifolia,4,32.255,7.204,3.511,15.54,1,9.731,2.139,0.773,5.919,13,1.387,1.263,0.723,2.129
BCI,1985-1990,bc2,Cedrela,odorata,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1.798,1.136,0.485,2.757
BCI,1985-1990,bc2,Ceiba,pentandra,9,5.572,4.157,2.22,7.748,8,1.801,1.678,0.919,3.22,17,0.857,0.888,0.576,1.408
BCI,1985-1990,bc2,Celtis,schippii,54,3.345,3.249,2.428,4.452,52,1.094,1.117,0.833,1.464,27,0.816,0.835,0.545,1.229
BCI,1985-1990,bc2,Cespedesia,spathulata,2,1.571,2.183,0.918,5.037,0,NA,NA,NA,NA,2,2.91,1.267,0.589,2.968
BCI,1985-1990,bc2,Cestrum,megalophyllum,101,2.296,2.301,1.833,2.888,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Chamaedorea,tepejilote,10,0.316,0.642,0.341,1.251,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Chamguava,schippii,194,2.675,2.663,2.236,3.163,17,1.531,1.522,0.968,2.401,1,0.682,0.889,0.372,2.381
BCI,1985-1990,bc2,Chimarrhis,parviflora,1,7.646,2.858,1.194,8.454,1,6.096,1.891,0.805,5.054,1,0.188,0.705,0.292,1.728
BCI,1985-1990,bc2,Chrysochlamys,eclipes,295,1.226,1.24,1.084,1.419,57,0.641,0.674,0.519,0.885,3,0.212,0.547,0.251,1.192
BCI,1985-1990,bc2,Chrysophyllum,argenteum,288,2.45,2.454,2.112,2.84,50,1.452,1.448,1.072,1.935,71,0.987,0.986,0.773,1.266
BCI,1985-1990,bc2,Chrysophyllum,cainito,44,1.641,1.725,1.229,2.416,5,2.439,1.934,0.959,4.094,13,2.293,1.78,1.072,3.062
BCI,1985-1990,bc2,Cinnamomum,triplinerve,30,5.107,4.528,3.031,6.817,9,1.939,1.788,1.022,3.288,12,1.965,1.602,0.936,2.668
BCI,1985-1990,bc2,Clidemia,dentata,1,13.152,3.2,1.234,8.258,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Coccoloba,coronata,100,1.191,1.234,0.982,1.579,20,0.625,0.717,0.447,1.087,16,0.445,0.535,0.324,0.856
BCI,1985-1990,bc2,Coccoloba,manzinellensis,285,1.285,1.302,1.137,1.502,53,0.968,0.989,0.755,1.319,8,0.392,0.556,0.298,1.057
BCI,1985-1990,bc2,Cojoba,rufescens,2,7.422,3.178,1.425,8.16,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Colubrina,glandulosa,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.713,0.913,0.342,2.249
BCI,1985-1990,bc2,Conostegia,bracteata,0,NA,NA,NA,NA,1,1.879,1.564,0.538,3.833,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Conostegia,cinnamomea,108,1.526,1.564,1.262,1.959,0,NA,NA,NA,NA,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Cordia,alliodora,31,5.159,4.519,3.084,6.723,7,5.318,3.409,1.75,6.776,50,1.459,1.418,1.069,1.939
BCI,1985-1990,bc2,Cordia,bicolor,256,3.431,3.401,2.954,3.933,94,2.308,2.274,1.842,2.825,239,0.901,0.904,0.787,1.036
BCI,1985-1990,bc2,Cordia,lasiocalyx,590,2.911,2.922,2.647,3.235,387,1.113,1.114,1.007,1.24,378,0.502,0.506,0.451,0.563
BCI,1985-1990,bc2,Coussarea,curvigemmia,1193,2.902,2.906,2.703,3.111,251,1.226,1.23,1.072,1.406,38,1,0.992,0.709,1.396
BCI,1985-1990,bc2,Coutarea,hexandra,1,10.254,3.2,1.195,7.776,1,0.265,0.991,0.382,2.654,0,NA,NA,NA,NA
BCI,1985-1990,bc2,Croton,billbergianus,162,8.256,7.882,6.526,9.524,50,3.992,3.733,2.82,4.945,36,2.433,2.161,1.594,3.061
BCI,1985-1990,bc2,Cupania,cinerea,2,1.086,1.971,0.794,4.965,3,0.37,0.779,0.334,1.748,1,2.304,1.126,0.43,2.813
BCI,1985-1990,bc2,Cupania,latifolia,26,3.051,2.944,1.933,4.542,6,1.941,1.748,0.907,3.419,6,1.526,1.262,0.598,2.444
BCI,1985-1990,bc2,Cupania,rufescens,42,4.547,4.178,2.934,6.043,1,3.046,1.68,0.692,4.509,6,1.341,1.146,0.568,2.194
BCI,1985-1990,bc2,Cupania,seemannii,696,2.11,2.103,1.929,2.309,121,1.624,1.622,1.335,1.957,23,0.585,0.638,0.433,0.962
BCI,1985-1990,bc2,Dendropanax,arboreus,17,1.218,1.457,0.847,2.333,27,1.131,1.161,0.783,1.705,87,0.621,0.635,0.505,0.8
BCI,1985-1990,bc2,Desmopsis,panamensis,8698,1.9,1.899,1.849,1.953,827,0.735,0.737,0.687,0.793,7,0.313,0.508,0.267,0.956
BCI,1985-1990,bc2,Diospyros,artanthifolia,33,3.406,3.185,2.189,4.583,9,2.117,1.926,1.104,3.504,12,0.794,0.848,0.493,1.426
